Date,Time,PAR_rcb,PAR_greenup
9/25/18,10:30:00 AM,74540,535
9/25/18,10:45:00 AM,75515,464
9/25/18,11:00:00 AM,72906,349
9/25/18,11:15:00 AM,70274,159
9/25/18,11:30:00 AM,70055,583
9/25/18,11:45:00 AM,68446,524
9/25/18,12:00:00 PM,74588,925
9/25/18,12:15:00 PM,72858,1875
9/25/18,12:30:00 PM,67032,1028
9/25/18,12:45:00 PM,76026,1736
9/25/18,1:00:00 PM,71395,1027
9/25/18,1:15:00 PM,71298,818
9/25/18,1:30:00 PM,74198,666
9/25/18,1:45:00 PM,71541,464
9/25/18,2:00:00 PM,68982,281
9/25/18,2:15:00 PM,69543,871
9/25/18,2:30:00 PM,67641,550
9/25/18,2:45:00 PM,64326,626
9/25/18,3:00:00 PM,71030,692
9/25/18,3:15:00 PM,75417,740
9/25/18,3:30:00 PM,73077,1131
9/25/18,3:45:00 PM,71468,1273
9/25/18,4:00:00 PM,71249,1131
9/25/18,4:15:00 PM,71444,1198
9/25/18,4:30:00 PM,74905,961
9/25/18,4:45:00 PM,70932,508
9/25/18,5:00:00 PM,74759,329
9/25/18,5:15:00 PM,70810,395
9/25/18,5:30:00 PM,72273,324
9/25/18,5:45:00 PM,67056,311
9/25/18,6:00:00 PM,66008,155
9/25/18,6:15:00 PM,63522,108
9/25/18,6:30:00 PM,58988,100
9/25/18,6:45:00 PM,57111,63
9/25/18,7:00:00 PM,51992,26
9/25/18,7:15:00 PM,24999,16
9/25/18,7:30:00 PM,0,12
9/25/18,7:45:00 PM,0,13
9/25/18,8:00:00 PM,0,15
9/25/18,8:15:00 PM,0,10
9/25/18,8:30:00 PM,0,12
9/25/18,8:45:00 PM,0,13
9/25/18,9:00:00 PM,0,12
9/25/18,9:15:00 PM,0,13
9/25/18,9:30:00 PM,0,13
9/25/18,9:45:00 PM,0,13
9/25/18,10:00:00 PM,0,13
9/25/18,10:15:00 PM,0,15
9/25/18,10:30:00 PM,0,12
9/25/18,10:45:00 PM,0,12
9/25/18,11:00:00 PM,0,13
9/25/18,11:15:00 PM,0,10
9/25/18,11:30:00 PM,0,12
9/25/18,11:45:00 PM,0,13
9/26/18,12:00:00 AM,0,12
9/26/18,12:15:00 AM,0,12
9/26/18,12:30:00 AM,0,13
9/26/18,12:45:00 AM,0,13
9/26/18,1:00:00 AM,0,13
9/26/18,1:15:00 AM,0,15
9/26/18,1:30:00 AM,0,13
9/26/18,1:45:00 AM,0,13
9/26/18,2:00:00 AM,0,13
9/26/18,2:15:00 AM,0,12
9/26/18,2:30:00 AM,0,13
9/26/18,2:45:00 AM,0,12
9/26/18,3:00:00 AM,0,13
9/26/18,3:15:00 AM,0,15
9/26/18,3:30:00 AM,0,13
9/26/18,3:45:00 AM,0,13
9/26/18,4:00:00 AM,0,12
9/26/18,4:15:00 AM,0,10
9/26/18,4:30:00 AM,0,12
9/26/18,4:45:00 AM,0,12
9/26/18,5:00:00 AM,0,13
9/26/18,5:15:00 AM,0,16
9/26/18,5:30:00 AM,0,13
9/26/18,5:45:00 AM,0,9
9/26/18,6:00:00 AM,0,13
9/26/18,6:15:00 AM,0,15
9/26/18,6:30:00 AM,0,13
9/26/18,6:45:00 AM,0,13
9/26/18,7:00:00 AM,0,13
9/26/18,7:15:00 AM,0,13
9/26/18,7:30:00 AM,32517,19
9/26/18,7:45:00 AM,48872,63
9/26/18,8:00:00 AM,56746,110
9/26/18,8:15:00 AM,64741,84
9/26/18,8:30:00 AM,65594,63
9/26/18,8:45:00 AM,68958,52
9/26/18,9:00:00 AM,66739,97
9/26/18,9:15:00 AM,68348,192
9/26/18,9:30:00 AM,69957,121
9/26/18,9:45:00 AM,69494,264
9/26/18,10:00:00 AM,63839,225
9/26/18,10:15:00 AM,68470,153
9/26/18,10:30:00 AM,70444,324
9/26/18,10:45:00 AM,70981,492
9/26/18,11:00:00 AM,66106,278
9/26/18,11:15:00 AM,71249,298
9/26/18,11:30:00 AM,72419,594
9/26/18,11:45:00 AM,69640,524
9/26/18,12:00:00 PM,71273,1342
9/26/18,12:15:00 PM,71614,538
9/26/18,12:30:00 PM,72687,1323
9/26/18,12:45:00 PM,72248,716
9/26/18,1:00:00 PM,71395,949
9/26/18,1:15:00 PM,78464,547
9/26/18,1:30:00 PM,71614,573
9/26/18,1:45:00 PM,73589,493
9/26/18,2:00:00 PM,69689,96
9/26/18,2:15:00 PM,71395,327
9/26/18,2:30:00 PM,59427,245
9/26/18,2:45:00 PM,72541,255
9/26/18,3:00:00 PM,70420,766
9/26/18,3:15:00 PM,75783,661
9/26/18,3:30:00 PM,70737,632
9/26/18,3:45:00 PM,70298,396
9/26/18,4:00:00 PM,72785,770
9/26/18,4:15:00 PM,71127,504
9/26/18,4:30:00 PM,69860,482
9/26/18,4:45:00 PM,71371,352
9/26/18,5:00:00 PM,72199,492
9/26/18,5:15:00 PM,70176,206
9/26/18,5:30:00 PM,68031,239
9/26/18,5:45:00 PM,64643,149
9/26/18,6:00:00 PM,65716,261
9/26/18,6:15:00 PM,63741,203
9/26/18,6:30:00 PM,62133,150
9/26/18,6:45:00 PM,58354,93
9/26/18,7:00:00 PM,53211,50
9/26/18,7:15:00 PM,43388,28
9/26/18,7:30:00 PM,0,12
9/26/18,7:45:00 PM,0,13
9/26/18,8:00:00 PM,0,15
9/26/18,8:15:00 PM,0,13
9/26/18,8:30:00 PM,0,12
9/26/18,8:45:00 PM,0,15
9/26/18,9:00:00 PM,0,12
9/26/18,9:15:00 PM,0,13
9/26/18,9:30:00 PM,0,13
9/26/18,9:45:00 PM,0,12
9/26/18,10:00:00 PM,0,13
9/26/18,10:15:00 PM,0,10
9/26/18,10:30:00 PM,0,12
9/26/18,10:45:00 PM,0,15
9/26/18,11:00:00 PM,0,13
9/26/18,11:15:00 PM,0,16
9/26/18,11:30:00 PM,0,15
9/26/18,11:45:00 PM,0,12
9/27/18,12:00:00 AM,0,15
9/27/18,12:15:00 AM,0,13
9/27/18,12:30:00 AM,0,13
9/27/18,12:45:00 AM,0,12
9/27/18,1:00:00 AM,0,13
9/27/18,1:15:00 AM,0,12
9/27/18,1:30:00 AM,0,13
9/27/18,1:45:00 AM,0,15
9/27/18,2:00:00 AM,0,13
9/27/18,2:15:00 AM,0,15
9/27/18,2:30:00 AM,0,15
9/27/18,2:45:00 AM,0,13
9/27/18,3:00:00 AM,0,13
9/27/18,3:15:00 AM,0,15
9/27/18,3:30:00 AM,0,12
9/27/18,3:45:00 AM,0,15
9/27/18,4:00:00 AM,0,12
9/27/18,4:15:00 AM,0,15
9/27/18,4:30:00 AM,0,13
9/27/18,4:45:00 AM,0,13
9/27/18,5:00:00 AM,0,12
9/27/18,5:15:00 AM,0,13
9/27/18,5:30:00 AM,0,13
9/27/18,5:45:00 AM,0,12
9/27/18,6:00:00 AM,0,15
9/27/18,6:15:00 AM,0,15
9/27/18,6:30:00 AM,0,13
9/27/18,6:45:00 AM,0,13
9/27/18,7:00:00 AM,0,15
9/27/18,7:15:00 AM,0,13
9/27/18,7:30:00 AM,45801,21
9/27/18,7:45:00 AM,61304,40
9/27/18,8:00:00 AM,66203,44
9/27/18,8:15:00 AM,66447,66
9/27/18,8:30:00 AM,69811,79
9/27/18,8:45:00 AM,68909,90
9/27/18,9:00:00 AM,69908,109
9/27/18,9:15:00 AM,70786,138
9/27/18,9:30:00 AM,71663,169
9/27/18,9:45:00 AM,73808,290
9/27/18,10:00:00 AM,73857,349
9/27/18,10:15:00 AM,73662,267
9/27/18,10:30:00 AM,72955,452
9/27/18,10:45:00 AM,73491,470
9/27/18,11:00:00 AM,74369,388
9/27/18,11:15:00 AM,72541,312
9/27/18,11:30:00 AM,74637,233
9/27/18,11:45:00 AM,72663,230
9/27/18,12:00:00 PM,72882,205
9/27/18,12:15:00 PM,70981,187
9/27/18,12:30:00 PM,74491,143
9/27/18,12:45:00 PM,71931,134
9/27/18,1:00:00 PM,72297,136
9/27/18,1:15:00 PM,71834,109
9/27/18,1:30:00 PM,68909,88
9/27/18,1:45:00 PM,73467,118
9/27/18,2:00:00 PM,75295,83
9/27/18,2:15:00 PM,72273,180
9/27/18,2:30:00 PM,77196,242
9/27/18,2:45:00 PM,72809,161
9/27/18,3:00:00 PM,75100,118
9/27/18,3:15:00 PM,69786,110
9/27/18,3:30:00 PM,67666,131
9/27/18,3:45:00 PM,69445,91
9/27/18,4:00:00 PM,66106,261
9/27/18,4:15:00 PM,64838,242
9/27/18,4:30:00 PM,70518,122
9/27/18,4:45:00 PM,66886,81
9/27/18,5:00:00 PM,67227,71
9/27/18,5:15:00 PM,61450,53
9/27/18,5:30:00 PM,62912,105
9/27/18,5:45:00 PM,61840,97
9/27/18,6:00:00 PM,60256,44
9/27/18,6:15:00 PM,59817,34
9/27/18,6:30:00 PM,57306,37
9/27/18,6:45:00 PM,45582,19
9/27/18,7:00:00 PM,0,18
9/27/18,7:15:00 PM,0,15
9/27/18,7:30:00 PM,0,13
9/27/18,7:45:00 PM,0,15
9/27/18,8:00:00 PM,0,15
9/27/18,8:15:00 PM,0,16
9/27/18,8:30:00 PM,0,13
9/27/18,8:45:00 PM,0,13
9/27/18,9:00:00 PM,0,15
9/27/18,9:15:00 PM,0,13
9/27/18,9:30:00 PM,0,15
9/27/18,9:45:00 PM,0,12
9/27/18,10:00:00 PM,0,12
9/27/18,10:15:00 PM,0,16
9/27/18,10:30:00 PM,0,15
9/27/18,10:45:00 PM,0,13
9/27/18,11:00:00 PM,0,13
9/27/18,11:15:00 PM,0,13
9/27/18,11:30:00 PM,0,15
9/27/18,11:45:00 PM,0,13
9/28/18,12:00:00 AM,0,15
9/28/18,12:15:00 AM,0,13
9/28/18,12:30:00 AM,0,15
9/28/18,12:45:00 AM,0,16
9/28/18,1:00:00 AM,0,12
9/28/18,1:15:00 AM,0,16
9/28/18,1:30:00 AM,0,16
9/28/18,1:45:00 AM,0,15
9/28/18,2:00:00 AM,0,15
9/28/18,2:15:00 AM,0,13
9/28/18,2:30:00 AM,0,15
9/28/18,2:45:00 AM,0,15
9/28/18,3:00:00 AM,0,18
9/28/18,3:15:00 AM,0,15
9/28/18,3:30:00 AM,0,12
9/28/18,3:45:00 AM,0,15
9/28/18,4:00:00 AM,0,15
9/28/18,4:15:00 AM,0,12
9/28/18,4:30:00 AM,0,16
9/28/18,4:45:00 AM,0,15
9/28/18,5:00:00 AM,0,16
9/28/18,5:15:00 AM,0,15
9/28/18,5:30:00 AM,0,15
9/28/18,5:45:00 AM,0,13
9/28/18,6:00:00 AM,0,15
9/28/18,6:15:00 AM,0,16
9/28/18,6:30:00 AM,0,13
9/28/18,6:45:00 AM,0,13
9/28/18,7:00:00 AM,0,15
9/28/18,7:15:00 AM,0,15
9/28/18,7:30:00 AM,37123,22
9/28/18,7:45:00 AM,55015,37
9/28/18,8:00:00 AM,62279,60
9/28/18,8:15:00 AM,67203,96
9/28/18,8:30:00 AM,67836,134
9/28/18,8:45:00 AM,69323,178
9/28/18,9:00:00 AM,71517,230
9/28/18,9:15:00 AM,71956,299
9/28/18,9:30:00 AM,72541,349
9/28/18,9:45:00 AM,77830,331
9/28/18,10:00:00 AM,77976,429
9/28/18,10:15:00 AM,83437,1084
9/28/18,10:30:00 AM,80828,545
9/28/18,10:45:00 AM,83510,333
9/28/18,11:00:00 AM,81511,442
9/28/18,11:15:00 AM,84655,635
9/28/18,11:30:00 AM,84412,558
9/28/18,11:45:00 AM,83461,567
9/28/18,12:00:00 PM,82925,604
9/28/18,12:15:00 PM,82340,436
9/28/18,12:30:00 PM,80390,570
9/28/18,12:45:00 PM,81706,594
9/28/18,1:00:00 PM,82559,759
9/28/18,1:15:00 PM,81267,613
9/28/18,1:30:00 PM,80633,1544
9/28/18,1:45:00 PM,80536,1484
9/28/18,2:00:00 PM,80901,1459
9/28/18,2:15:00 PM,80097,1434
9/28/18,2:30:00 PM,80219,1404
9/28/18,2:45:00 PM,80048,1358
9/28/18,3:00:00 PM,79707,1319
9/28/18,3:15:00 PM,79512,1274
9/28/18,3:30:00 PM,78683,1220
9/28/18,3:45:00 PM,77660,1158
9/28/18,4:00:00 PM,77538,1089
9/28/18,4:15:00 PM,76392,1016
9/28/18,4:30:00 PM,75831,931
9/28/18,4:45:00 PM,75003,853
9/28/18,5:00:00 PM,74710,769
9/28/18,5:15:00 PM,74442,681
9/28/18,5:30:00 PM,72955,588
9/28/18,5:45:00 PM,72394,492
9/28/18,6:00:00 PM,70713,386
9/28/18,6:15:00 PM,69445,302
9/28/18,6:30:00 PM,67130,217
9/28/18,6:45:00 PM,63546,131
9/28/18,7:00:00 PM,57306,59
9/28/18,7:15:00 PM,46142,24
9/28/18,7:30:00 PM,0,15
9/28/18,7:45:00 PM,0,12
9/28/18,8:00:00 PM,0,13
9/28/18,8:15:00 PM,0,12
9/28/18,8:30:00 PM,0,13
9/28/18,8:45:00 PM,0,13
9/28/18,9:00:00 PM,0,13
9/28/18,9:15:00 PM,0,15
9/28/18,9:30:00 PM,0,15
9/28/18,9:45:00 PM,0,13
9/28/18,10:00:00 PM,0,13
9/28/18,10:15:00 PM,0,12
9/28/18,10:30:00 PM,0,15
9/28/18,10:45:00 PM,0,13
9/28/18,11:00:00 PM,0,15
9/28/18,11:15:00 PM,0,13
9/28/18,11:30:00 PM,0,12
9/28/18,11:45:00 PM,0,13
9/29/18,12:00:00 AM,0,13
9/29/18,12:15:00 AM,0,12
9/29/18,12:30:00 AM,0,13
9/29/18,12:45:00 AM,0,12
9/29/18,1:00:00 AM,0,13
9/29/18,1:15:00 AM,0,16
9/29/18,1:30:00 AM,0,13
9/29/18,1:45:00 AM,0,12
9/29/18,2:00:00 AM,0,12
9/29/18,2:15:00 AM,0,15
9/29/18,2:30:00 AM,0,15
9/29/18,2:45:00 AM,0,13
9/29/18,3:00:00 AM,0,13
9/29/18,3:15:00 AM,0,13
9/29/18,3:30:00 AM,0,12
9/29/18,3:45:00 AM,0,13
9/29/18,4:00:00 AM,0,15
9/29/18,4:15:00 AM,0,13
9/29/18,4:30:00 AM,0,15
9/29/18,4:45:00 AM,0,15
9/29/18,5:00:00 AM,0,15
9/29/18,5:15:00 AM,0,15
9/29/18,5:30:00 AM,0,15
9/29/18,5:45:00 AM,0,16
9/29/18,6:00:00 AM,0,13
9/29/18,6:15:00 AM,0,13
9/29/18,6:30:00 AM,0,13
9/29/18,6:45:00 AM,0,12
9/29/18,7:00:00 AM,0,15
9/29/18,7:15:00 AM,0,15
9/29/18,7:30:00 AM,54723,29
9/29/18,7:45:00 AM,62254,59
9/29/18,8:00:00 AM,65058,121
9/29/18,8:15:00 AM,68202,189
9/29/18,8:30:00 AM,69860,301
9/29/18,8:45:00 AM,70298,337
9/29/18,9:00:00 AM,72151,386
9/29/18,9:15:00 AM,72955,361
9/29/18,9:30:00 AM,72248,298
9/29/18,9:45:00 AM,74686,404
9/29/18,10:00:00 AM,74540,457
9/29/18,10:15:00 AM,74466,382
9/29/18,10:30:00 AM,77123,1016
9/29/18,10:45:00 AM,76368,1050
9/29/18,11:00:00 AM,77343,270
9/29/18,11:15:00 AM,77538,258
9/29/18,11:30:00 AM,78976,377
9/29/18,11:45:00 AM,76441,309
9/29/18,12:00:00 PM,78562,1294
9/29/18,12:15:00 PM,77465,1351
9/29/18,12:30:00 PM,76855,1363
9/29/18,12:45:00 PM,79707,1385
9/29/18,1:00:00 PM,78708,240
9/29/18,1:15:00 PM,72370,1411
9/29/18,1:30:00 PM,81998,1413
9/29/18,1:45:00 PM,79707,1416
9/29/18,2:00:00 PM,80292,1372
9/29/18,2:15:00 PM,80609,1388
9/29/18,2:30:00 PM,80219,1369
9/29/18,2:45:00 PM,79293,1325
9/29/18,3:00:00 PM,77391,1310
9/29/18,3:15:00 PM,79098,1249
9/29/18,3:30:00 PM,77879,1198
9/29/18,3:45:00 PM,77123,1159
9/29/18,4:00:00 PM,76221,905
9/29/18,4:15:00 PM,74418,1049
9/29/18,4:30:00 PM,71517,958
9/29/18,4:45:00 PM,73516,942
9/29/18,5:00:00 PM,73516,837
9/29/18,5:15:00 PM,71810,673
9/29/18,5:30:00 PM,69250,547
9/29/18,5:45:00 PM,68885,438
9/29/18,6:00:00 PM,68641,329
9/29/18,6:15:00 PM,66934,178
9/29/18,6:30:00 PM,65521,174
9/29/18,6:45:00 PM,61889,108
9/29/18,7:00:00 PM,56551,50
9/29/18,7:15:00 PM,40292,25
9/29/18,7:30:00 PM,0,15
9/29/18,7:45:00 PM,0,12
9/29/18,8:00:00 PM,0,13
9/29/18,8:15:00 PM,0,13
9/29/18,8:30:00 PM,0,12
9/29/18,8:45:00 PM,0,13
9/29/18,9:00:00 PM,0,13
9/29/18,9:15:00 PM,0,15
9/29/18,9:30:00 PM,0,13
9/29/18,9:45:00 PM,0,13
9/29/18,10:00:00 PM,0,13
9/29/18,10:15:00 PM,0,16
9/29/18,10:30:00 PM,0,12
9/29/18,10:45:00 PM,0,12
9/29/18,11:00:00 PM,0,13
9/29/18,11:15:00 PM,0,15
9/29/18,11:30:00 PM,0,13
9/29/18,11:45:00 PM,0,12
9/30/18,12:00:00 AM,0,12
9/30/18,12:15:00 AM,0,16
9/30/18,12:30:00 AM,0,15
9/30/18,12:45:00 AM,0,13
9/30/18,1:00:00 AM,0,15
9/30/18,1:15:00 AM,0,13
9/30/18,1:30:00 AM,0,15
9/30/18,1:45:00 AM,0,15
9/30/18,2:00:00 AM,0,12
9/30/18,2:15:00 AM,0,13
9/30/18,2:30:00 AM,0,15
9/30/18,2:45:00 AM,0,13
9/30/18,3:00:00 AM,0,13
9/30/18,3:15:00 AM,0,12
9/30/18,3:30:00 AM,0,12
9/30/18,3:45:00 AM,0,15
9/30/18,4:00:00 AM,0,12
9/30/18,4:15:00 AM,0,13
9/30/18,4:30:00 AM,0,12
9/30/18,4:45:00 AM,0,15
9/30/18,5:00:00 AM,0,13
9/30/18,5:15:00 AM,0,15
9/30/18,5:30:00 AM,0,16
9/30/18,5:45:00 AM,0,13
9/30/18,6:00:00 AM,0,15
9/30/18,6:15:00 AM,0,13
9/30/18,6:30:00 AM,0,12
9/30/18,6:45:00 AM,0,16
9/30/18,7:00:00 AM,0,13
9/30/18,7:15:00 AM,0,16
9/30/18,7:30:00 AM,57233,22
9/30/18,7:45:00 AM,66569,62
9/30/18,8:00:00 AM,67105,100
9/30/18,8:15:00 AM,71810,161
9/30/18,8:30:00 AM,73540,304
9/30/18,8:45:00 AM,81608,483
9/30/18,9:00:00 AM,79537,402
9/30/18,9:15:00 AM,79878,567
9/30/18,9:30:00 AM,80341,656
9/30/18,9:45:00 AM,79000,514
9/30/18,10:00:00 AM,78196,819
9/30/18,10:15:00 AM,77391,894
9/30/18,10:30:00 AM,77391,977
9/30/18,10:45:00 AM,78586,1042
9/30/18,11:00:00 AM,78025,183
9/30/18,11:15:00 AM,69762,183
9/30/18,11:30:00 AM,76928,192
9/30/18,11:45:00 AM,77367,192
9/30/18,12:00:00 PM,77099,1310
9/30/18,12:15:00 PM,75271,1336
9/30/18,12:30:00 PM,74613,1363
9/30/18,12:45:00 PM,73248,1389
9/30/18,1:00:00 PM,75076,199
9/30/18,1:15:00 PM,75929,1391
9/30/18,1:30:00 PM,74223,1407
9/30/18,1:45:00 PM,74052,1392
9/30/18,2:00:00 PM,73565,452
9/30/18,2:15:00 PM,72906,1356
9/30/18,2:30:00 PM,73613,1313
9/30/18,2:45:00 PM,73686,1276
9/30/18,3:00:00 PM,70518,1257
9/30/18,3:15:00 PM,72785,1210
9/30/18,3:30:00 PM,73248,1163
9/30/18,3:45:00 PM,72736,1089
9/30/18,4:00:00 PM,72687,1031
9/30/18,4:15:00 PM,64326,959
9/30/18,4:30:00 PM,70420,871
9/30/18,4:45:00 PM,71907,791
9/30/18,5:00:00 PM,71346,690
9/30/18,5:15:00 PM,70176,592
9/30/18,5:30:00 PM,69640,505
9/30/18,5:45:00 PM,68421,440
9/30/18,6:00:00 PM,66934,326
9/30/18,6:15:00 PM,64814,246
9/30/18,6:30:00 PM,62669,175
9/30/18,6:45:00 PM,58720,105
9/30/18,7:00:00 PM,52919,50
9/30/18,7:15:00 PM,35905,21
9/30/18,7:30:00 PM,0,13
9/30/18,7:45:00 PM,0,12
9/30/18,8:00:00 PM,0,12
9/30/18,8:15:00 PM,0,13
9/30/18,8:30:00 PM,0,13
9/30/18,8:45:00 PM,0,13
9/30/18,9:00:00 PM,0,13
9/30/18,9:15:00 PM,0,13
9/30/18,9:30:00 PM,0,9
9/30/18,9:45:00 PM,0,12
9/30/18,10:00:00 PM,0,10
9/30/18,10:15:00 PM,0,10
9/30/18,10:30:00 PM,0,13
9/30/18,10:45:00 PM,0,12
9/30/18,11:00:00 PM,0,13
9/30/18,11:15:00 PM,0,13
9/30/18,11:30:00 PM,0,13
9/30/18,11:45:00 PM,0,13
10/1/18,12:00:00 AM,0,13
10/1/18,12:15:00 AM,0,12
10/1/18,12:30:00 AM,0,13
10/1/18,12:45:00 AM,0,13
10/1/18,1:00:00 AM,0,15
10/1/18,1:15:00 AM,0,13
10/1/18,1:30:00 AM,0,13
10/1/18,1:45:00 AM,0,15
10/1/18,2:00:00 AM,0,13
10/1/18,2:15:00 AM,0,13
10/1/18,2:30:00 AM,0,15
10/1/18,2:45:00 AM,0,13
10/1/18,3:00:00 AM,0,13
10/1/18,3:15:00 AM,0,13
10/1/18,3:30:00 AM,0,16
10/1/18,3:45:00 AM,0,16
10/1/18,4:00:00 AM,0,12
10/1/18,4:15:00 AM,0,15
10/1/18,4:30:00 AM,0,13
10/1/18,4:45:00 AM,0,13
10/1/18,5:00:00 AM,0,15
10/1/18,5:15:00 AM,0,13
10/1/18,5:30:00 AM,0,13
10/1/18,5:45:00 AM,0,15
10/1/18,6:00:00 AM,0,15
10/1/18,6:15:00 AM,0,12
10/1/18,6:30:00 AM,0,15
10/1/18,6:45:00 AM,0,15
10/1/18,7:00:00 AM,0,16
10/1/18,7:15:00 AM,0,16
10/1/18,7:30:00 AM,54210,24
10/1/18,7:45:00 AM,62912,44
10/1/18,8:00:00 AM,67081,68
10/1/18,8:15:00 AM,70103,93
10/1/18,8:30:00 AM,71322,155
10/1/18,8:45:00 AM,75149,197
10/1/18,9:00:00 AM,77196,268
10/1/18,9:15:00 AM,76880,329
10/1/18,9:30:00 AM,76319,442
10/1/18,9:45:00 AM,75319,710
10/1/18,10:00:00 AM,75173,799
10/1/18,10:15:00 AM,75588,874
10/1/18,10:30:00 AM,75441,946
10/1/18,10:45:00 AM,75393,930
10/1/18,11:00:00 AM,75637,192
10/1/18,11:15:00 AM,62888,200
10/1/18,11:30:00 AM,75612,209
10/1/18,11:45:00 AM,75027,240
10/1/18,12:00:00 PM,74832,1267
10/1/18,12:15:00 PM,74515,1332
10/1/18,12:30:00 PM,75368,1342
10/1/18,12:45:00 PM,63449,1377
10/1/18,1:00:00 PM,74247,283
10/1/18,1:15:00 PM,66496,675
10/1/18,1:30:00 PM,74978,1647
10/1/18,1:45:00 PM,75612,1659
10/1/18,2:00:00 PM,73979,1598
10/1/18,2:15:00 PM,64205,427
10/1/18,2:30:00 PM,71956,1519
10/1/18,2:45:00 PM,74076,1466
10/1/18,3:00:00 PM,62425,1416
10/1/18,3:15:00 PM,69543,1310
10/1/18,3:30:00 PM,67203,1248
10/1/18,3:45:00 PM,70079,1133
10/1/18,4:00:00 PM,71273,1071
10/1/18,4:15:00 PM,69518,595
10/1/18,4:30:00 PM,68324,527
10/1/18,4:45:00 PM,65545,977
10/1/18,5:00:00 PM,66739,715
10/1/18,5:15:00 PM,67592,233
10/1/18,5:30:00 PM,69055,222
10/1/18,5:45:00 PM,66033,272
10/1/18,6:00:00 PM,59061,364
10/1/18,6:15:00 PM,58111,340
10/1/18,6:30:00 PM,62425,174
10/1/18,6:45:00 PM,58306,85
10/1/18,7:00:00 PM,51091,40
10/1/18,7:15:00 PM,184,18
10/1/18,7:30:00 PM,0,13
10/1/18,7:45:00 PM,0,12
10/1/18,8:00:00 PM,0,13
10/1/18,8:15:00 PM,0,15
10/1/18,8:30:00 PM,0,15
10/1/18,8:45:00 PM,0,13
10/1/18,9:00:00 PM,0,13
10/1/18,9:15:00 PM,0,13
10/1/18,9:30:00 PM,0,13
10/1/18,9:45:00 PM,0,13
10/1/18,10:00:00 PM,0,10
10/1/18,10:15:00 PM,0,13
10/1/18,10:30:00 PM,0,13
10/1/18,10:45:00 PM,0,9
10/1/18,11:00:00 PM,0,13
10/1/18,11:15:00 PM,0,12
10/1/18,11:30:00 PM,0,12
10/1/18,11:45:00 PM,0,13
10/2/18,12:00:00 AM,0,15
10/2/18,12:15:00 AM,0,12
10/2/18,12:30:00 AM,0,15
10/2/18,12:45:00 AM,0,13
10/2/18,1:00:00 AM,0,13
10/2/18,1:15:00 AM,0,13
10/2/18,1:30:00 AM,0,15
10/2/18,1:45:00 AM,0,10
10/2/18,2:00:00 AM,0,12
10/2/18,2:15:00 AM,0,15
10/2/18,2:30:00 AM,0,15
10/2/18,2:45:00 AM,0,15
10/2/18,3:00:00 AM,0,15
10/2/18,3:15:00 AM,0,12
10/2/18,3:30:00 AM,0,13
10/2/18,3:45:00 AM,0,13
10/2/18,4:00:00 AM,0,12
10/2/18,4:15:00 AM,0,13
10/2/18,4:30:00 AM,0,13
10/2/18,4:45:00 AM,0,10
10/2/18,5:00:00 AM,0,12
10/2/18,5:15:00 AM,0,12
10/2/18,5:30:00 AM,0,12
10/2/18,5:45:00 AM,0,13
10/2/18,6:00:00 AM,0,12
10/2/18,6:15:00 AM,0,12
10/2/18,6:30:00 AM,0,12
10/2/18,6:45:00 AM,0,15
10/2/18,7:00:00 AM,0,13
10/2/18,7:15:00 AM,0,12
10/2/18,7:30:00 AM,36270,15
10/2/18,7:45:00 AM,56429,24
10/2/18,8:00:00 AM,57599,41
10/2/18,8:15:00 AM,58866,83
10/2/18,8:30:00 AM,66520,134
10/2/18,8:45:00 AM,67763,163
10/2/18,9:00:00 AM,71541,476
10/2/18,9:15:00 AM,70055,635
10/2/18,9:30:00 AM,67203,704
10/2/18,9:45:00 AM,72102,376
10/2/18,10:00:00 AM,76490,527
10/2/18,10:15:00 AM,76563,364
10/2/18,10:30:00 AM,74296,474
10/2/18,10:45:00 AM,71541,305
10/2/18,11:00:00 AM,72980,407
10/2/18,11:15:00 AM,72151,555
10/2/18,11:30:00 AM,72492,517
10/2/18,11:45:00 AM,73296,579
10/2/18,12:00:00 PM,77757,295
10/2/18,12:15:00 PM,76294,866
10/2/18,12:30:00 PM,72151,623
10/2/18,12:45:00 PM,72687,1426
10/2/18,1:00:00 PM,74466,743
10/2/18,1:15:00 PM,73686,371
10/2/18,1:30:00 PM,72931,682
10/2/18,1:45:00 PM,71541,572
10/2/18,2:00:00 PM,71517,555
10/2/18,2:15:00 PM,76368,1688
10/2/18,2:30:00 PM,69713,611
10/2/18,2:45:00 PM,77684,398
10/2/18,3:00:00 PM,72858,495
10/2/18,3:15:00 PM,77830,1311
10/2/18,3:30:00 PM,66301,1381
10/2/18,3:45:00 PM,75149,692
10/2/18,4:00:00 PM,74832,439
10/2/18,4:15:00 PM,65642,488
10/2/18,4:30:00 PM,72638,1087
10/2/18,4:45:00 PM,73930,800
10/2/18,5:00:00 PM,67714,737
10/2/18,5:15:00 PM,65691,703
10/2/18,5:30:00 PM,66349,548
10/2/18,5:45:00 PM,68836,365
10/2/18,6:00:00 PM,63839,262
10/2/18,6:15:00 PM,57379,168
10/2/18,6:30:00 PM,61499,108
10/2/18,6:45:00 PM,56356,85
10/2/18,7:00:00 PM,49701,41
10/2/18,7:15:00 PM,328,19
10/2/18,7:30:00 PM,0,10
10/2/18,7:45:00 PM,0,13
10/2/18,8:00:00 PM,0,15
10/2/18,8:15:00 PM,0,15
