Transect,Date,Time,PAR,PAR_MIN,PAR_MAX,BATT,SITE,CHK
T-12,6/18/18,11:12:41 AM,0.011642,0,0.036895,5.72,406,227
T-12,6/18/18,11:13:17 AM,0.0082759,0,0.021745,5.72,407,31
T-12,6/18/18,11:13:51 AM,0.003127,0,0.0083198,5.71,4XB ,122
T-12,6/18/18,11:46:03 AM,742.27,755.03,783.86,5.73,5XS ,130
T-12,6/18/18,11:46:31 AM,257.24,254.62,264.13,5.73,501,40
T-12,6/18/18,11:46:54 AM,22.54,21.261,23.34,5.73,502,31
T-12,6/18/18,11:47:22 AM,2.8346,2.4339,2.8495,5.72,503,64
T-12,6/18/18,11:47:46 AM,0.34556,0.33064,0.35442,5.72,504,202
T-12,6/18/18,11:48:06 AM,0.034599,0.032029,0.037974,5.72,505,109
T-12,6/18/18,11:48:32 AM,0.0042969,0,0.009974,5.72,506,94
T-12,6/18/18,11:48:52 AM,0.0070205,0.0030698,0.0067136,5.72,5XB ,42
T-13,7/11/18,9:54:19 AM,756.58,684.18,829.51,5.58,4XS ,153
T-13,7/11/18,9:54:50 AM,237.46,206.89,278.57,5.58,401,69
T-13,7/11/18,9:55:17 AM,35.132,33.657,35.893,5.58,402,67
T-13,7/11/18,9:55:42 AM,5.4049,4.9122,5.7274,5.58,403,67
T-13,7/11/18,9:56:15 AM,0.93639,0.86858,1.0042,5.57,404,174
T-13,7/11/18,9:57:05 AM,0.14286,0.13519,0.14938,5.57,405,210
T-13,7/11/18,9:57:39 AM,0.023685,0.017241,0.02779,5.57,406,108
T-13,7/11/18,10:21:12 AM,942.77,895.05,954.56,5.58,3XS ,128
T-13,7/11/18,10:21:46 AM,404.42,399.57,413.31,5.58,301,37
T-13,7/11/18,10:22:46 AM,85.247,83.582,86.796,5.57,302,71
T-13,7/11/18,10:23:18 AM,18.932,18.036,19.938,5.57,303,58
T-13,7/11/18,10:23:52 AM,4.4893,4.1708,4.438,5.57,304,55
T-13,7/11/18,10:24:19 AM,0.99285,0.95652,1.0365,5.57,305,158
T-13,7/11/18,10:24:51 AM,0.21174,0.19187,0.203,5.57,306,176
T-13,7/11/18,10:53:51 AM,1013.8,1021.7,1052.8,5.58,2XS ,90
T-13,7/11/18,10:54:21 AM,469.03,437.38,474.32,5.58,201,43
T-13,7/11/18,10:55:00 AM,110.54,106.63,113.87,5.57,202,24
T-13,7/11/18,10:55:28 AM,27.946,27.449,28.433,5.57,203,65
T-13,7/11/18,10:56:13 AM,5.9937,5.8494,6.0795,5.57,204,80
T-13,7/11/18,10:56:58 AM,2.631,2.2008,2.5717,5.56,205,39
T-13,7/11/18,10:57:29 AM,0.44267,0.42928,0.46783,5.56,206,216
T-13,7/11/18,10:58:39 AM,0.15695,0.15158,0.16462,5.56,207,212
T-13,7/11/18,10:59:04 AM,0.055462,0.053582,0.057035,5.56,208,96
T-13,7/11/18,11:25:10 AM,1117.9,1070.2,1187.8,5.58,1XS ,98
T-13,7/11/18,11:25:36 AM,479.58,464.15,492.95,5.57,101,61
T-13,7/11/18,11:26:00 AM,106.9,104.55,108.53,5.57,102,22
T-13,7/11/18,11:26:25 AM,21.709,20.704,22.377,5.57,103,37
T-13,7/11/18,11:26:45 AM,4.9491,4.6492,5.2059,5.56,104,61
T-13,7/11/18,11:27:03 AM,1.062,1.0188,1.0842,5.56,105,28
T-13,7/11/18,11:27:19 AM,0.26635,0.25929,0.27291,5.56,106,210
T-13,7/11/18,11:27:34 AM,0.062254,0.056002,0.11085,5.56,107,27
T-14,7/25/18,11:48:53 AM,1384.5,1369,1396.6,5.43,1XS ,121
T-14,7/25/18,11:49:12 AM,644.45,636.69,704.78,5.43,101,59
T-14,7/25/18,11:49:30 AM,128.73,127.33,130.31,5.43,102,28
T-14,7/25/18,11:49:52 AM,23.722,23.435,24.578,5.43,103,49
T-14,7/25/18,11:50:17 AM,4.278,3.8213,4.0905,5.43,104,42
T-14,7/25/18,11:50:42 AM,0.6523,0.67485,0.76442,5.42,105,199
T-14,7/25/18,11:51:13 AM,0.1018,0.087989,0.11235,5.42,106,244
T-14,7/25/18,11:51:27 AM,0.018656,0,0.06555,5.42,107,227
T-14,7/25/18,12:11:29 PM,1219.2,1191.6,1323.3,5.43,2XS ,94
T-14,7/25/18,12:11:53 PM,570.82,542.91,595.46,5.43,201,47
T-14,7/25/18,12:12:14 PM,101.09,99.115,101.89,5.43,202,31
T-14,7/25/18,12:12:34 PM,22.073,21.74,22.741,5.43,203,25
T-14,7/25/18,12:12:54 PM,4.1151,4.045,4.118,5.42,204,24
T-14,7/25/18,12:13:12 PM,0.86577,0.85488,0.88902,5.42,205,219
T-14,7/25/18,12:13:43 PM,0.1457,0.13876,0.15161,5.42,206,190
T-14,7/25/18,12:13:59 PM,0.026722,0,0.15199,5.42,207,188
T-14,7/25/18,12:32:12 PM,1424.7,1375.4,1449.7,5.43,3XS ,109
T-14,7/25/18,12:32:32 PM,642.38,610.22,664.1,5.43,301,27
T-14,7/25/18,12:32:51 PM,117.63,114.73,120.04,5.43,302,20
T-14,7/25/18,12:33:11 PM,20.806,19.986,20.95,5.42,303,43
T-14,7/25/18,12:33:32 PM,3.8621,3.8858,3.9671,5.42,304,62
T-14,7/25/18,12:33:56 PM,0.57748,0.57567,0.596,5.42,305,219
T-14,7/25/18,12:34:15 PM,0.095066,0.048655,0.10485,5.42,306,49
T-14,7/25/18,12:57:38 PM,1235.3,1226.3,1252.5,5.42,4XS ,104
T-14,7/25/18,12:58:00 PM,535.51,525.42,545.02,5.42,401,32
T-14,7/25/18,12:58:27 PM,76.147,75.192,76.667,5.42,402,72
T-14,7/25/18,12:58:45 PM,10.742,10.622,10.872,5.42,403,37
T-14,7/25/18,12:59:03 PM,2.1572,1.9736,2.1439,5.42,404,54
T-14,7/25/18,12:59:20 PM,0.51964,0.49762,0.53848,5.42,405,219
T-14,7/25/18,12:59:51 PM,0.018448,0,0.025841,5.41,406,237
T-15,7/25/18,10:09:41 AM,876.92,807.98,924.47,5.44,1XS ,139
T-15,7/25/18,10:10:14 AM,329.63,325.73,335.03,5.44,101,27
T-15,7/25/18,10:10:42 AM,55.038,54.861,55.35,5.44,102,37
T-15,7/25/18,10:11:07 AM,9.3915,9.4061,9.5449,5.44,103,57
T-15,7/25/18,10:11:31 AM,1.5729,1.5663,1.5862,5.44,104,46
T-15,7/25/18,10:11:52 AM,0.26565,0.23819,0.30186,5.44,105,194
T-15,7/25/18,10:12:15 AM,0.045214,0.03854,0.048897,5.44,106,92
T-15,7/25/18,10:30:20 AM,1069.6,1036.2,1092.4,5.44,2XS ,91
T-15,7/25/18,10:30:51 AM,458.43,451.99,474.3,5.44,201,43
T-15,7/25/18,10:31:24 AM,62.149,61.141,63.392,5.44,202,36
T-15,7/25/18,10:31:55 AM,11.227,11.235,11.64,5.44,203,22
T-15,7/25/18,10:32:14 AM,1.9294,1.8858,1.9815,5.44,204,63
T-15,7/25/18,10:32:30 AM,0.32748,0.30584,0.33192,5.44,205,191
T-15,7/25/18,10:32:54 AM,0.08276,0.078388,0.086059,5.44,206,111
T-15,7/25/18,10:52:46 AM,933.22,915.45,974.84,5.44,4XS ,130
T-15,7/25/18,10:53:39 AM,355.71,343.39,363.42,5.44,401,48
T-15,7/25/18,10:54:01 AM,53.581,53.666,55.126,5.44,402,47
T-15,7/25/18,10:54:27 AM,10.586,10.326,10.802,5.43,403,34
T-15,7/25/18,10:54:44 AM,1.6702,1.6567,1.6936,5.43,404,58
T-15,7/25/18,10:55:01 AM,0.28308,0.28856,0.30467,5.43,405,203
T-15,7/25/18,10:55:17 AM,0.043731,0.040394,0.047298,5.43,406,99
T-15,7/25/18,11:13:14 AM,1244.1,1216.2,1284.9,5.44,3XS ,95
T-15,7/25/18,11:13:36 AM,536.75,524.76,547.25,5.44,301,52
T-15,7/25/18,11:14:00 AM,101.77,101.36,102.13,5.44,302,8
T-15,7/25/18,11:14:24 AM,19.441,18.93,20.2,5.43,303,26
T-15,7/25/18,11:14:44 AM,3.8365,3.8576,3.8797,5.43,304,75
T-15,7/25/18,11:15:19 AM,0.77708,0.76646,0.78218,5.43,305,222
T-15,7/25/18,11:15:40 AM,0.16153,0.15332,0.16445,5.43,306,185
T-15,7/25/18,11:16:05 AM,0.067329,0.007953,0.15064,5.43,307,95
T-16,6/25/18,10:06:50 AM,7.5823,4.1301,11.758,5.71,3XS ,110
T-16,6/25/18,10:07:23 AM,0.044003,0.029542,0.085735,5.7,301,75
T-16,6/25/18,10:08:10 AM,0.0018057,0,0.0084457,5.7,302,56
T-16,6/25/18,10:09:10 AM,0,0,0,5.7,303,236
T-16,6/25/18,10:39:13 AM,5.0572,3.6798,8.9843,5.69,1XS ,141
T-16,6/25/18,10:39:58 AM,0.027235,0.028385,0.038742,5.69,101,97
T-16,6/25/18,10:40:31 AM,0.002878,0.0015355,0.0034533,5.68,102,219
T-16,6/25/18,10:41:03 AM,0.00061444,0,0.009974,5.68,103,113
T-16,6/25/18,11:11:15 AM,3.928,3.9207,5.4213,5.69,2XS ,109
T-16,6/25/18,11:11:44 AM,0.01158,0.0056349,0.020978,5.68,201,129
T-16,6/25/18,11:12:03 AM,0.0049298,0,0.013114,5.68,202,6
T-16,6/25/18,11:12:23 AM,0.0023837,0,0.0069774,5.68,203,73
T-16,6/25/18,11:57:30 AM,2.6617,1.8859,4.153,5.69,5XS ,127
T-16,6/25/18,11:58:22 AM,0.0055498,0.00025649,0.0054347,5.68,501,40
T-16,6/25/18,11:58:55 AM,0.0021609,0,0.010805,5.68,502,17
T-16,6/25/18,11:59:34 AM,0.0070073,6.47E-05,0.019051,5.68,503,37
T-16,6/25/18,12:20:03 PM,3.0128,1.5309,2.648,5.62,4XS ,96
T-16,6/25/18,12:20:22 PM,0.003069,0,0.064121,5.62,401,245
T-16,6/25/18,12:20:44 PM,0.001867,0,0.017517,5.62,402,7
T-16,6/25/18,12:21:08 PM,0.010523,0,0.029983,5.62,403,218
T-18,8/15/18,12:01:52 PM,834.62,843.53,870.14,5.24,2XS ,110
T-18,8/15/18,12:02:18 PM,385.21,370.46,390.28,5.25,201,37
T-18,8/15/18,12:02:41 PM,85.276,83.312,88.267,5.25,202,51
T-18,8/15/18,12:03:13 PM,21.708,21.299,21.52,5.25,203,30
T-18,8/15/18,12:03:34 PM,5.8073,5.5594,5.7861,5.25,204,63
T-18,8/15/18,12:03:52 PM,1.3907,1.3777,1.3885,5.25,205,58
T-18,8/15/18,12:04:13 PM,0.38872,0.39654,0.40594,5.25,206,210
T-18,8/15/18,12:04:35 PM,0.083973,0.073578,0.095825,5.25,207,117
T-18,8/15/18,12:27:05 PM,938.87,928.13,948.65,5.24,4XS ,142
T-18,8/15/18,12:27:31 PM,422.77,416.56,428.36,5.25,401,47
T-18,8/15/18,12:28:01 PM,87.929,87.759,91.309,5.25,402,74
T-18,8/15/18,12:28:26 PM,19.003,18.675,18.976,5.25,403,63
T-18,8/15/18,12:28:46 PM,4.2038,4.1408,4.2436,5.25,404,50
T-18,8/15/18,12:29:13 PM,0.92984,0.91572,0.94066,5.25,405,220
T-18,8/15/18,12:29:33 PM,0.21601,0.21456,0.28513,5.25,406,191
T-18,8/15/18,12:29:53 PM,0.046286,0.036582,0.052308,5.24,407,104
T-18,8/15/18,1:06:36 PM,1033.6,1020.7,1065.2,5.24,3XS ,90
T-18,8/15/18,1:07:01 PM,473.9,440.52,486.68,5.25,301,45
T-18,8/15/18,1:07:27 PM,111.01,97.844,111.03,5.25,302,28
T-18,8/15/18,1:07:49 PM,24.549,24.272,26.59,5.25,303,57
T-18,8/15/18,1:08:07 PM,5.4988,5.2238,5.5991,5.25,304,74
T-18,8/15/18,1:08:25 PM,1.3374,1.2967,1.3749,5.25,305,61
T-18,8/15/18,1:08:42 PM,0.32247,0.28178,0.32972,5.25,306,207
T-18,8/15/18,1:09:03 PM,0.068939,0.063722,0.083667,5.25,307,114
T-18,8/15/18,1:38:29 PM,726.41,707.77,745.24,5.22,1XS ,125
T-18,8/15/18,1:39:06 PM,288.84,273.56,291.9,5.24,101,56
T-18,8/15/18,1:39:23 PM,99.06,93.711,203.98,5.25,102,52
T-18,8/15/18,1:39:48 PM,23.373,23.348,23.853,5.25,103,54
T-18,8/15/18,1:40:13 PM,2.7209,2.2451,2.4342,5.25,104,31
T-18,8/15/18,1:40:33 PM,0.45864,0.47037,0.5655,5.24,105,199
T-18,8/15/18,1:40:56 PM,0.081251,0.067442,0.097168,5.25,106,99
T-19,8/15/18,9:55:33 AM,298.7,295.37,308.35,5.25,1XS ,129
T-19,8/15/18,9:55:57 AM,118.21,114.53,130.34,5.25,101,30
T-19,8/15/18,9:56:20 AM,28.366,27.839,28.417,5.25,102,62
T-19,8/15/18,9:56:41 AM,6.536,6.4095,6.5543,5.25,103,59
T-19,8/15/18,9:57:11 AM,1.7526,1.7932,1.8753,5.26,104,61
T-19,8/15/18,9:57:35 AM,0.44639,0.41156,0.46104,5.26,105,206
T-19,8/15/18,9:58:16 AM,0.093387,0.070373,0.10432,5.26,106,52
T-19,8/15/18,10:24:09 AM,726.93,712.88,740.63,5.24,2XS ,122
T-19,8/15/18,10:24:33 AM,375.84,372.62,378.96,5.25,201,55
T-19,8/15/18,10:24:57 AM,97.82,95.402,99.254,5.25,202,59
T-19,8/15/18,10:25:18 AM,20.332,20.085,20.625,5.25,203,25
T-19,8/15/18,10:25:39 AM,5.7979,5.7773,5.8611,5.25,204,78
T-19,8/15/18,10:25:58 AM,1.5757,1.4936,1.5962,5.25,205,66
T-19,8/15/18,10:26:30 AM,0.50054,0.47714,0.49594,5.25,206,201
T-19,8/15/18,10:26:48 AM,0.21302,0.19292,0.219,5.25,207,188
T-19,8/15/18,10:27:06 AM,0.070293,0,0.12886,5.25,208,189
T-19,8/15/18,10:54:11 AM,788.1,768.95,804.56,5.25,3XS ,129
T-19,8/15/18,10:54:46 AM,352.09,349.28,361.97,5.25,301,55
T-19,8/15/18,10:55:23 AM,74.892,73.856,76.649,5.25,302,75
T-19,8/15/18,10:55:58 AM,19.792,19.434,20.106,5.25,303,53
T-19,8/15/18,10:56:32 AM,5.4949,5.4922,5.6999,5.25,304,83
T-19,8/15/18,10:56:55 AM,0.93639,0.9184,0.95848,5.25,305,230
T-19,8/15/18,10:57:23 AM,0.35336,0.29413,0.3394,5.25,306,192
T-19,8/15/18,10:57:52 AM,0.085283,0.077228,0.098132,5.25,307,103
T-19,8/15/18,11:25:23 AM,783.08,751.93,846.96,5.24,4XS ,133
T-19,8/15/18,11:25:47 AM,361.56,359.23,365.86,5.25,401,55
T-19,8/15/18,11:26:08 AM,62.896,62.146,63.815,5.25,402,58
T-19,8/15/18,11:26:29 AM,11.42,11.302,11.468,5.25,403,26
T-19,8/15/18,11:26:50 AM,2.4341,2.3618,2.4289,5.25,404,47
T-19,8/15/18,11:27:08 AM,0.53567,0.52412,0.55596,5.25,405,209
T-19,8/15/18,11:27:27 AM,0.14948,0.116,0.18255,5.25,406,198
T-19,8/15/18,11:27:43 AM,0.028699,0,0.03756,5.25,407,246
T-20,8/2/18,12:07:55 PM,1265.1,1247.1,1290.6,5.35,1XS ,98
T-20,8/2/18,12:08:35 PM,708.75,696.57,703.61,5.35,101,55
T-20,8/2/18,12:08:56 PM,249.37,231.17,238.1,5.35,102,37
T-20,8/2/18,12:09:18 PM,63.708,61.966,64.591,5.35,103,63
T-20,8/2/18,12:09:55 PM,17.255,17.27,18.328,5.35,104,50
T-20,8/2/18,12:10:13 PM,5.1374,4.9709,5.2308,5.34,105,45
T-20,8/2/18,12:10:39 PM,0.78243,0.77349,0.91081,5.35,106,208
T-20,8/2/18,12:11:03 PM,0.34488,0.30572,0.35367,5.34,107,188
T-20,8/2/18,12:11:46 PM,0.065186,0,0.22862,5.34,108,177
T-20,8/2/18,12:32:08 PM,350.13,344.56,354.47,5.35,2XS ,103
T-20,8/2/18,12:32:32 PM,218.45,216.36,219.99,5.35,201,39
T-20,8/2/18,12:32:55 PM,67.174,67.305,72.494,5.35,202,52
T-20,8/2/18,12:33:13 PM,19.134,18.94,19.143,5.35,203,35
T-20,8/2/18,12:33:34 PM,6.024,5.5356,6.151,5.34,204,31
T-20,8/2/18,12:34:03 PM,0.73547,0.72216,0.80674,5.34,205,196
T-20,8/2/18,12:34:27 PM,0.23664,0.21355,0.27012,5.34,206,185
T-20,8/2/18,12:34:43 PM,0.045046,0.015243,0.068176,5.34,207,87
T-20,8/2/18,1:00:21 PM,1176,1129.2,1248.6,5.33,4XS ,90
T-20,8/2/18,1:00:46 PM,600.25,582.44,608.85,5.34,401,38
T-20,8/2/18,1:01:03 PM,182.45,167.09,183.36,5.33,402,35
T-20,8/2/18,1:01:21 PM,54.625,51.155,56.019,5.33,403,34
T-20,8/2/18,1:01:38 PM,15.288,15.286,15.995,5.33,404,60
T-20,8/2/18,1:01:59 PM,2.8101,3.122,3.6503,5.33,405,28
T-20,8/2/18,1:02:16 PM,0.63637,0.53173,0.64431,5.33,406,193
T-20,8/2/18,1:02:41 PM,0.12292,0.10443,0.13243,5.33,407,174
T-20,8/2/18,1:02:56 PM,0.026606,0,0.071829,5.33,408,236
T-20,8/2/18,1:30:48 PM,835.8,824.06,870.81,5.33,3XS ,117
T-20,8/2/18,1:31:17 PM,520.77,507.98,538.7,5.33,301,47
T-20,8/2/18,1:31:35 PM,214.3,206.69,225.98,5.33,302,36
T-20,8/2/18,1:31:51 PM,92.211,85.153,96.274,5.33,303,43
T-20,8/2/18,1:32:08 PM,21.667,21.28,22.467,5.33,304,39
T-20,8/2/18,1:32:23 PM,4.7098,4.3053,6.7304,5.33,305,46
T-20,8/2/18,1:32:52 PM,0.76434,0.78593,0.90138,5.32,306,209
T-20,8/2/18,1:33:15 PM,0.12593,0.11871,0.13808,5.32,307,193
T-20,8/2/18,1:33:34 PM,0.040736,0.029536,0.055426,5.32,308,94
T-21,7/23/18,12:22:44 PM,906.9,854.33,925.98,5.46,1XS ,130
T-21,7/23/18,12:23:28 PM,446.98,428.76,463.99,5.46,101,72
T-21,7/23/18,12:24:06 PM,239.1,234.59,241.88,5.45,102,43
T-21,7/23/18,12:24:36 PM,67.457,66.173,68.229,5.45,103,68
T-21,7/23/18,12:24:55 PM,18.225,18.032,18.389,5.45,104,54
T-21,7/23/18,12:25:12 PM,5.3242,5.2779,6.8607,5.45,105,54
T-21,7/23/18,12:25:43 PM,0.5049,0.48676,0.51898,5.45,106,212
T-21,7/23/18,12:26:06 PM,0.14753,0.13446,0.14654,5.45,107,193
T-21,7/23/18,12:26:27 PM,0.052641,0.039139,0.12602,5.44,108,34
T-21,7/23/18,12:52:12 PM,1019,1002.9,1046.6,5.46,2XS ,88
T-21,7/23/18,12:52:48 PM,352.36,329.4,342.23,5.45,201,35
T-21,7/23/18,12:53:07 PM,98.035,93.302,98.555,5.45,202,57
T-21,7/23/18,12:53:24 PM,27.394,26.434,38.935,5.45,203,57
T-21,7/23/18,12:53:46 PM,7.1842,6.9762,7.312,5.45,204,57
T-21,7/23/18,12:54:10 PM,1.2758,1.27,1.285,5.45,205,36
T-21,7/23/18,12:54:31 PM,0.31872,0.31208,0.32186,5.45,206,192
T-21,7/23/18,12:54:54 PM,0.17994,0.13909,0.17515,5.44,207,215
T-21,7/23/18,12:55:18 PM,0.071702,0.06334,0.069094,5.44,208,97
T-21,7/23/18,1:59:40 PM,1561.3,1552.9,1576.9,5.45,4XS ,124
T-21,7/23/18,2:00:30 PM,653.31,652.15,657.96,5.45,401,43
T-21,7/23/18,2:00:56 PM,144.16,144.27,147.27,5.45,402,39
T-21,7/23/18,2:01:16 PM,37.007,37.035,37.652,5.45,403,42
T-21,7/23/18,2:01:37 PM,7.1066,7.1553,7.288,5.45,404,56
T-21,7/23/18,2:01:56 PM,1.6646,1.5906,1.656,5.45,405,56
T-21,7/23/18,2:02:15 PM,0.4283,0.4169,0.466,5.44,406,189
T-21,7/23/18,2:02:31 PM,0.093292,0.033917,0.093561,5.44,407,97
T-21,7/23/18,1:34:25 PM,1148.7,1114.5,1176.2,5.45,3XS ,104
T-21,7/23/18,1:34:44 PM,639.86,631.45,646.13,5.45,301,53
T-21,7/23/18,1:35:05 PM,174.75,173.84,174.98,5.45,302,59
T-21,7/23/18,1:35:23 PM,50.061,49.112,53.035,5.45,303,31
T-21,7/23/18,1:35:45 PM,13.829,13.792,13.896,5.45,304,65
T-21,7/23/18,1:36:04 PM,3.8667,3.8484,3.8802,5.45,305,70
T-21,7/23/18,1:36:22 PM,1.0936,1.0719,1.0938,5.45,306,53
T-21,7/23/18,1:36:38 PM,0.3068,0.2511,0.52209,5.44,307,192
T-21,7/23/18,1:36:58 PM,0.084098,0.081374,0.088662,5.44,308,123
T-22,8/2/18,9:58:00 AM,225.79,225.91,228.4,5.36,1XS ,113
T-22,8/2/18,9:58:30 AM,119.71,112.91,122.03,5.36,101,26
T-22,8/2/18,9:58:52 AM,40.215,40.045,40.644,5.36,102,35
T-22,8/2/18,9:59:17 AM,10.994,10.728,11.355,5.36,103,53
T-22,8/2/18,9:59:39 AM,3.9561,3.9012,3.9564,5.36,104,70
T-22,8/2/18,10:00:03 AM,1.1794,1.105,1.2095,5.36,105,22
T-22,8/2/18,10:00:24 AM,0.33473,0.32265,0.36178,5.36,106,189
T-22,8/2/18,10:00:52 AM,0.082882,0.069879,0.093661,5.36,107,102
T-22,8/2/18,10:36:38 AM,280.39,270.17,282.82,5.36,2XS ,114
T-22,8/2/18,10:37:31 AM,147.56,147.19,147.97,5.36,201,50
T-22,8/2/18,10:38:11 AM,49.741,48.53,51.057,5.36,202,43
T-22,8/2/18,10:38:48 AM,11.748,11.067,11.626,5.36,203,46
T-22,8/2/18,10:39:10 AM,3.632,2.9859,3.5192,5.36,204,54
T-22,8/2/18,10:39:38 AM,1.0655,0.95318,1.1007,5.36,205,91
T-22,8/2/18,10:40:41 AM,0.10293,0.098018,0.10876,5.36,206,237
T-22,8/2/18,10:40:59 AM,0.05268,0,0.062346,5.36,207,228
T-22,8/2/18,11:06:42 AM,316.52,313.11,322.77,5.36,3XS ,93
T-22,8/2/18,11:07:11 AM,180.55,175.98,178.42,5.36,301,43
T-22,8/2/18,11:07:29 AM,66.615,63.261,68.921,5.36,302,52
T-22,8/2/18,11:07:47 AM,23.105,22.723,33.987,5.36,303,44
T-22,8/2/18,11:08:08 AM,6.2585,6.1995,6.3499,5.36,304,75
T-22,8/2/18,11:08:34 AM,1.7182,1.5652,1.7912,5.36,305,48
T-22,8/2/18,11:08:56 AM,0.61318,0.59001,0.61494,5.36,306,199
T-22,8/2/18,11:09:25 AM,0.10018,0.089445,0.099609,5.35,307,53
T-22,8/2/18,11:27:21 AM,318.64,314.01,342.49,5.35,4XS ,99
T-22,8/2/18,11:27:47 AM,151.36,149.49,153.53,5.36,401,44
T-22,8/2/18,11:28:06 AM,47.909,48.02,48.693,5.35,402,55
T-22,8/2/18,11:28:32 AM,12.574,12.4,12.877,5.36,403,36
T-22,8/2/18,11:28:50 AM,5.0142,4.4162,5.07,5.35,404,28
T-22,8/2/18,11:29:20 AM,1.0393,1.0513,1.1064,5.35,405,26
T-22,8/2/18,11:29:45 AM,0.23077,0.23069,0.2397,5.35,406,202
T-22,8/2/18,11:30:00 AM,0.060422,0.023944,0.14228,5.35,407,21
T-23,7/23/18,10:07:13 AM,487.24,479.67,493.81,5.47,1XS ,130
T-23,7/23/18,10:08:01 AM,212.89,211.25,215.12,5.47,101,225
T-23,7/23/18,10:09:04 AM,53.265,52.71,53.835,5.47,102,250
T-23,7/23/18,10:09:47 AM,15.531,15.176,15.559,5.47,103,5
T-23,7/23/18,10:10:17 AM,4.5999,4.4832,4.5942,5.47,104,10
T-23,7/23/18,10:10:50 AM,1.4183,1.4052,1.4256,5.47,105,232
T-23,7/23/18,10:11:24 AM,0.40848,0.4066,0.41561,5.47,106,136
T-23,7/23/18,10:11:56 AM,0.11581,0.11393,0.11835,5.47,107,138
T-23,7/23/18,10:12:24 AM,0.032004,0.030125,0.033193,5.47,108,14
T-23,7/23/18,10:40:37 AM,335.18,333.19,338.58,5.47,2XS ,117
T-23,7/23/18,10:41:21 AM,166.1,167.65,168.81,5.47,201,37
T-23,7/23/18,10:41:48 AM,46.967,46.836,47.213,5.47,202,62
T-23,7/23/18,10:42:24 AM,13.011,12.883,13.031,5.47,203,21
T-23,7/23/18,10:42:54 AM,3.9552,3.8614,3.9626,5.47,204,64
T-23,7/23/18,10:43:16 AM,1.1951,1.1799,1.26,5.47,205,47
T-23,7/23/18,10:43:41 AM,0.33121,0.32818,0.33623,5.47,206,179
T-23,7/23/18,10:44:06 AM,0.09996,0.097467,0.099768,5.47,207,128
T-23,7/23/18,11:07:09 AM,292.27,289.75,296.64,5.47,3XS ,135
T-23,7/23/18,11:07:43 AM,161.08,156.89,160.66,5.47,301,45
T-23,7/23/18,11:08:09 AM,48.581,48.024,48.97,5.47,302,60
T-23,7/23/18,11:08:36 AM,14.356,14.324,14.535,5.47,303,42
T-23,7/23/18,11:08:53 AM,4.5274,4.0804,4.3955,5.47,304,57
T-23,7/23/18,11:09:18 AM,1.6044,1.484,1.5972,5.46,305,53
T-23,7/23/18,11:09:36 AM,0.4632,0.46044,0.46792,5.46,306,205
T-23,7/23/18,11:09:58 AM,0.13805,0.13077,0.13729,5.46,307,208
T-23,7/23/18,11:10:16 AM,0.03798,0.032764,0.042928,5.46,308,93
T-23,7/23/18,11:33:59 AM,355.49,352.08,356.72,5.47,4XS ,127
T-23,7/23/18,11:34:23 AM,169.01,168.78,171.12,5.46,401,38
T-23,7/23/18,11:34:48 AM,49.57,49.43,49.732,5.46,402,59
T-23,7/23/18,11:35:18 AM,14.978,14.906,15.019,5.46,403,55
T-23,7/23/18,11:35:58 AM,3.9313,3.9348,3.9546,5.46,404,71
T-23,7/23/18,11:36:20 AM,1.1535,1.1461,1.1635,5.45,405,34
T-23,7/23/18,11:36:42 AM,0.35248,0.35363,0.36571,5.45,406,205
T-23,7/23/18,11:37:14 AM,0.059314,0.059813,0.063073,5.45,407,91
T-2,7/2/19,9:21:53 AM,74.542,71.995,81.629,6.28,1XS ,131
T-2,7/2/19,9:22:18 AM,16.508,16.209,16.914,6.27,101,41
T-2,7/2/19,9:22:38 AM,1.3992,1.3622,1.4232,6.27,102,37
T-2,7/2/19,9:23:04 AM,0.12115,0.11256,0.13193,6.26,103,169
T-2,7/2/19,9:23:27 AM,0.016401,0.010337,0.032584,6.26,104,71
T-2,7/2/19,9:43:09 AM,56.376,53.075,60.369,6.26,2XS ,128
T-2,7/2/19,9:43:44 AM,11.056,10.742,11.789,6.25,201,36
T-2,7/2/19,9:44:10 AM,0.53141,0.41875,0.57622,6.24,202,185
T-2,7/2/19,9:44:42 AM,0.024712,0.0098674,0.027895,6.24,203,149
T-2,7/2/19,9:45:00 AM,0.0094071,0.0014288,0.013511,6.24,204,169
T-2,7/2/19,10:16:01 AM,343,302.9,403.99,6.24,3XS ,89
T-2,7/2/19,10:16:41 AM,57.542,48.502,65.475,6.24,301,42
T-2,7/2/19,10:17:12 AM,1.9844,1.9351,2.1562,6.23,302,35
T-2,7/2/19,10:17:36 AM,0.1558,0.13501,0.16531,6.22,303,172
T-2,7/2/19,10:17:50 AM,0.014418,0.0026813,0.16397,6.22,304,77
T-2,7/2/19,10:55:22 AM,304.79,288.34,339.18,6.22,5XS ,118
T-2,7/2/19,10:55:54 AM,41.833,45.141,55.904,6.21,501,35
T-2,7/2/19,10:56:25 AM,1.258,1.1755,1.4056,6.2,502,31
T-2,7/2/19,10:56:45 AM,0.03662,0.030751,0.042258,6.2,503,71
T-2,7/2/19,11:21:09 AM,337.12,326.25,373.5,6.2,4XS ,94
T-2,7/2/19,11:21:39 AM,57.874,54.183,66.53,6.2,401,45
