Transect,Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Fault Code,Battery V,Cable Pwr V,ODO % sat,ODO mg/L,Chlorophyll RFU,Chlorophyll µg/L,BGA-PC RFU,BGA-PC µg/L,Temp °C,Cond µS/cm,SpCond µS/cm,Sal psu,nLF Cond µS/cm,TDS mg/L,Turbidity NTU,TSS mg/L,pH,pH mV,Press psi a,Depth m
T-14,7/25/2018,12:46:45,0.568,403,0,5.8,11.5,83.2,6.55,0.58,2.38,0.19,0.19,27.658,377.9,359.6,0.17,357.6,234,14.67,0,7.66,-72.8,4.035,3.057
T-14,7/25/2018,12:47:32,0.847,404,0,5.8,11.5,82.3,6.51,0.65,2.69,0.15,0.15,27.413,406.8,388.9,0.18,386.9,253,18.12,0,7.66,-72.9,5.369,3.998
T-14,7/25/2018,12:48:23,0.213,405,0,5.8,11.5,82.1,6.5,0.61,2.51,0.19,0.19,27.349,413.7,395.9,0.19,394,257,19.47,0,7.67,-73.5,6.768,4.985
T-14,7/25/2018,12:49:29,0.629,406,0,5.8,11.5,82,6.49,0.68,2.81,0.2,0.19,27.311,418.9,401.2,0.19,399.3,261,18.78,0,7.67,-73.4,8.221,6.01
T-14,7/25/2018,12:50:05,0.638,407,0,5.8,11.5,81.8,6.48,0.6,2.48,0.2,0.19,27.276,424.6,406.9,0.19,405,265,21.24,0,7.67,-73.2,9.631,7.005
T-14,7/25/2018,12:51:09,0.433,408,0,5.8,11.5,81.7,6.48,0.63,2.61,0.19,0.18,27.233,430.6,413,0.2,411.1,268,21.45,0,7.67,-73.3,10.978,7.955
T-14,7/25/2018,12:52:16,0.782,409,0,5.8,11.5,81.6,6.47,0.67,2.77,0.18,0.17,27.228,431.7,414,0.2,412.2,269,24.11,0,7.67,-73.3,12.405,8.962
T-14,7/25/2018,12:52:52,0.974,4XB,0,5.8,11.5,81.4,6.46,0.64,2.64,0.22,0.21,27.219,432.9,415.3,0.2,413.4,270,24.53,0,7.67,-73.2,13.552,9.77
T-15,7/25/2018,9:52:28,0.463,Test,0,5.8,11.5,100.6,7.98,0.5,2.08,1.37,1.38,27.286,0,0,0,0,0,0.95,0,6.79,-22.1,0.027,0.229
T-15,7/25/2018,9:54:13,0.537,1XS,0,5.8,11.5,86.1,6.79,0.57,2.37,0.17,0.16,27.505,404.1,385.7,0.18,383.7,251,13.19,0,7.73,-76.8,0.438,0.519
T-15,7/25/2018,9:56:16,0.163,101,0,5.8,11.5,85.2,6.72,0.61,2.5,0.2,0.2,27.521,403.6,385.1,0.18,383.1,250,13,0,7.69,-74.9,1.077,0.97
T-15,7/25/2018,9:57:03,0.958,102,0,5.8,11.5,84.5,6.67,0.55,2.27,0.17,0.17,27.497,403.3,385,0.18,383,250,14.98,0,7.68,-73.9,2.55,2.009
T-15,7/25/2018,9:58:06,0.146,103,0,5.8,11.5,84.2,6.64,0.55,2.27,0.17,0.17,27.492,402.9,384.6,0.18,382.6,250,15.16,0,7.68,-73.7,3.965,3.007
T-15,7/25/2018,9:59:14,0.392,104,0,5.8,11.5,83.8,6.61,0.56,2.3,0.18,0.18,27.48,402.9,384.7,0.18,382.8,250,15.57,0,7.66,-72.8,5.388,4.012
T-15,7/25/2018,10:00:29,0.067,105,0,5.8,11.5,83.6,6.6,0.57,2.34,0.17,0.17,27.474,403,384.8,0.18,382.8,250,17,0,7.66,-73,6.814,5.017
T-15,7/25/2018,10:02:08,0.123,106,0,5.8,11.5,83.4,6.58,0.58,2.38,0.18,0.18,27.473,403,384.8,0.18,382.8,250,15.1,0,7.66,-72.7,8.207,6
T-15,7/25/2018,10:03:00,0.016,107,0,5.8,11.5,83.2,6.57,0.6,2.45,0.22,0.22,27.472,403,384.9,0.18,382.9,250,15.2,0,7.66,-72.7,9.575,6.965
T-15,7/25/2018,10:04:20,0.921,108,0,5.8,11.5,83,6.55,0.57,2.37,0.19,0.19,27.468,403.2,385,0.18,383.1,250,15.48,0,7.65,-72.4,11.059,8.012
T-15,7/25/2018,10:05:16,0.22,109,0,5.8,11.5,82.9,6.55,0.57,2.36,0.16,0.16,27.468,403.1,385,0.18,383,250,15.76,0,7.65,-72.1,12.435,8.983
T-15,7/25/2018,10:06:38,0.671,1XB,0,5.8,11.5,82.8,6.54,0.59,2.44,0.19,0.18,27.47,403,384.9,0.18,382.9,250,16.67,0,7.65,-72.4,13.878,10.002
T-15,7/25/2018,10:22:26,0.681,2XS,0,5.8,11.5,88,6.92,0.61,2.5,0.22,0.22,27.713,411.1,390.8,0.19,388.6,254,11.03,0,7.72,-76.2,0.398,0.491
T-15,7/25/2018,10:23:29,0.128,201,0,5.8,11.5,86.4,6.81,0.68,2.79,0.24,0.23,27.568,408,388.9,0.18,386.9,253,12.42,0,7.72,-76.1,1.139,1.013
T-15,7/25/2018,10:24:13,0.259,202,0,5.8,11.5,85.1,6.71,0.58,2.41,0.19,0.18,27.522,406.6,387.9,0.18,385.9,252,12.84,0,7.7,-75.2,2.554,2.012
T-15,7/25/2018,10:24:48,0.907,203,0,5.8,11.5,84.8,6.69,0.58,2.37,0.17,0.17,27.513,407.5,388.8,0.18,386.8,253,13.04,0,7.7,-74.9,3.977,3.016
T-15,7/25/2018,10:25:30,0.019,204,0,5.8,11.5,84,6.63,0.59,2.44,0.21,0.2,27.475,407.7,389.3,0.18,387.3,253,12.69,0,7.69,-74.4,5.362,3.993
T-15,7/25/2018,10:26:13,0.619,205,0,5.8,11.5,83.7,6.61,0.61,2.5,0.19,0.19,27.471,407.4,389.1,0.18,387.1,253,12.98,0,7.69,-74.4,6.747,4.97
T-15,7/25/2018,10:26:53,0.672,206,0,5.8,11.5,83.5,6.6,0.61,2.51,0.13,0.13,27.468,407.3,389,0.18,387,253,13.64,0,7.68,-74.1,8.129,5.945
T-15,7/25/2018,10:27:23,0.817,207,0,5.8,11.5,83.4,6.59,0.59,2.41,0.15,0.14,27.468,407.5,389.1,0.18,387.2,253,14.1,0,7.68,-73.9,9.528,6.932
T-15,7/25/2018,10:27:52,0.849,208,0,5.8,11.5,83.3,6.58,0.58,2.41,0.18,0.17,27.466,407.1,388.8,0.18,386.9,253,14.53,0,7.68,-73.8,10.939,7.928
T-15,7/25/2018,10:28:24,0.921,209,0,5.8,11.5,83.2,6.57,0.6,2.48,0.17,0.17,27.467,406.8,388.5,0.18,386.5,253,14.41,0,7.67,-73.6,12.386,8.949
T-15,7/25/2018,10:29:00,0.452,210,0,5.8,11.5,83.1,6.56,0.57,2.35,0.16,0.16,27.467,406.6,388.3,0.18,386.3,252,15.17,0,7.67,-73.5,13.774,9.928
T-15,7/25/2018,10:30:06,0.299,211,0,5.8,11.5,83,6.55,0.57,2.36,0.2,0.19,27.468,406.6,388.3,0.18,386.3,252,14.73,0,7.67,-73.2,15.232,10.957
T-15,7/25/2018,10:31:31,0.179,2XB,0,5.8,11.5,82.9,6.54,0.61,2.5,0.17,0.17,27.468,406.8,388.5,0.18,386.5,252,14.77,0,7.67,-73.2,16.367,11.757
T-15,7/25/2018,10:46:08,0.902,4XS,0,5.8,11.5,85.5,6.74,0.51,2.11,0.2,0.19,27.585,416.1,396.5,0.19,394.4,258,14.43,0,7.69,-74.4,0.43,0.513
T-15,7/25/2018,10:47:24,0.962,401,0,5.8,11.5,84.4,6.66,0.61,2.52,0.23,0.23,27.524,415.9,396.8,0.19,394.8,258,14.23,0,7.69,-74.7,1.112,0.994
T-15,7/25/2018,10:48:14,0.043,402,0,5.8,11.5,83.9,6.62,0.56,2.32,0.19,0.19,27.484,415.7,396.9,0.19,394.9,258,16.04,0,7.69,-74.6,2.55,2.009
T-15,7/25/2018,10:48:52,0.99,403,0,5.8,11.5,83.7,6.6,0.54,2.23,0.18,0.18,27.474,416.3,397.5,0.19,395.5,258,16.67,0,7.69,-74.3,3.96,3.004
T-15,7/25/2018,10:49:38,0.259,404,0,5.8,11.5,83.4,6.58,0.56,2.29,0.2,0.19,27.466,416.4,397.7,0.19,395.7,258,15.95,0,7.68,-74.1,5.391,4.014
T-15,7/25/2018,10:50:21,0.111,405,0,5.8,11.5,83.2,6.57,0.59,2.44,0.16,0.16,27.464,416.4,397.7,0.19,395.7,258,15.47,0,7.68,-73.7,6.774,4.989
T-15,7/25/2018,10:51:23,0.667,406,0,5.8,11.5,83.2,6.57,0.58,2.37,0.16,0.16,27.472,416.4,397.6,0.19,395.6,258,17.06,0,7.67,-73.6,8.166,5.971
T-15,7/25/2018,10:52:07,0.444,407,0,5.8,11.5,83,6.55,0.59,2.45,0.19,0.19,27.465,416.3,397.6,0.19,395.6,258,16.57,0,7.66,-73.1,9.581,6.97
T-15,7/25/2018,10:53:13,0.782,408,0,5.8,11.5,82.8,6.54,0.55,2.26,0.19,0.18,27.464,416.4,397.6,0.19,395.6,258,16.45,0,7.66,-72.8,11.049,8.006
T-15,7/25/2018,10:54:18,0.973,4XB,0,5.8,11.5,82.8,6.53,0.57,2.35,0.2,0.19,27.462,416.4,397.7,0.19,395.7,259,16.58,0,7.66,-72.9,12.47,9.008
T-15,7/25/2018,11:05:19,0.032,3XS,0,5.8,11.5,87.6,6.88,0.56,2.29,0.17,0.17,27.759,413.5,392.8,0.19,390.5,255,11.6,0,7.71,-75.8,0.414,0.502
T-15,7/25/2018,11:06:28,0.591,301,0,5.8,11.5,85.7,6.75,0.61,2.5,0.2,0.2,27.607,412.4,392.9,0.19,390.8,255,12.17,0,7.71,-76,1.092,0.98
T-15,7/25/2018,11:07:02,0.764,302,0,5.8,11.5,84.8,6.69,0.61,2.5,0.19,0.18,27.534,411.7,392.7,0.19,390.7,255,13.33,0,7.7,-75.1,2.562,2.018
T-15,7/25/2018,11:07:47,0.055,303,0,5.8,11.5,84,6.63,0.51,2.11,0.17,0.17,27.477,410.9,392.4,0.19,390.4,255,13.74,0,7.69,-74.5,3.948,2.995
T-15,7/25/2018,11:08:31,0.045,304,0,5.8,11.5,83.5,6.6,0.55,2.26,0.17,0.17,27.462,410.6,392.1,0.19,390.1,255,13.59,0,7.68,-74,5.343,3.979
T-15,7/25/2018,11:09:14,0.209,305,0,5.8,11.5,83.3,6.58,0.59,2.44,0.18,0.17,27.462,410.3,391.8,0.19,389.9,255,13.46,0,7.68,-73.7,6.779,4.993
T-15,7/25/2018,11:09:58,0.148,306,0,5.8,11.5,83.2,6.57,0.59,2.41,0.18,0.18,27.463,410.2,391.8,0.19,389.8,255,13.65,0,7.67,-73.6,8.159,5.967
T-15,7/25/2018,11:10:37,0.101,307,0,5.8,11.5,83.1,6.56,0.55,2.25,0.18,0.17,27.461,410.2,391.7,0.19,389.8,255,13.88,0,7.67,-73.6,9.663,7.028
T-15,7/25/2018,11:11:40,0.177,308,0,5.8,11.5,83,6.55,0.6,2.47,0.16,0.15,27.461,409.9,391.5,0.19,389.5,254,13.42,0,7.67,-73.6,10.98,7.957
T-15,7/25/2018,11:12:29,0.996,309,0,5.8,11.5,82.9,6.55,0.59,2.41,0.16,0.16,27.464,409.7,391.3,0.19,389.3,254,12.9,0,7.67,-73.5,12.424,8.976
T-15,7/25/2018,11:13:34,0.741,310,0,5.8,11.5,82.8,6.54,0.6,2.47,0.2,0.19,27.463,409.8,391.4,0.19,389.5,254,14.14,0,7.67,-73.6,13.834,9.97
T-15,7/25/2018,11:14:47,0.954,3XB,0,5.8,11.5,82.7,6.53,0.6,2.46,0.18,0.18,27.465,409.6,391.2,0.19,389.2,254,13.78,0,7.67,-73.4,15.021,10.808
T-16,6/25/2018,9:42:02,0.628,Test,0,5.8,11.5,98.5,8.55,0.45,1.82,0.97,0.98,22.385,0,0,0,0,0,7.71,0,7.87,-85,0.221,0.366
T-16,6/25/2018,9:43:54,0.014,3XS,0,5.8,11.5,76,6.38,0.76,3.06,0.41,0.42,24.132,297.7,302.7,0.14,303.2,197,140.41,0,7.47,-62.2,0.543,0.593
T-16,6/25/2018,9:45:41,0.43,301,0,5.8,11.5,75.3,6.32,0.79,3.18,0.42,0.43,24.132,297.6,302.6,0.14,303.1,197,181.45,0,7.41,-58.3,1.23,1.077
T-16,6/25/2018,9:47:08,0.761,302,0,5.8,11.5,75.1,6.3,0.81,3.29,0.43,0.45,24.129,297.6,302.6,0.14,303.1,197,178.8,0,7.4,-57.8,2.731,2.135
T-16,6/25/2018,9:48:09,0.337,303,0,5.8,11.5,75,6.29,0.82,3.31,0.43,0.44,24.126,297.3,302.3,0.14,302.8,197,187.26,0,7.39,-57.5,3.963,3.003
T-16,6/25/2018,9:49:44,0.456,304,0,5.8,11.5,74.9,6.28,0.81,3.29,0.43,0.45,24.122,296.8,301.9,0.14,302.4,196,189.58,0,7.39,-57.2,5.339,3.974
T-16,6/25/2018,9:51:09,0.488,305,0,5.8,11.5,74.8,6.28,0.8,3.26,0.42,0.43,24.122,296.7,301.8,0.14,302.3,196,188.77,0,7.39,-57.1,6.51,4.799
T-16,6/25/2018,9:52:23,0.965,306,0,5.8,11.5,74.7,6.27,0.79,3.21,0.42,0.43,24.126,297.1,302.2,0.14,302.7,196,185.61,0,7.38,-56.6,8.094,5.916
T-16,6/25/2018,9:53:11,0.213,307,0,5.8,11.5,74.7,6.26,0.81,3.28,0.48,0.49,24.128,297.5,302.5,0.14,303.1,197,201.64,0,7.37,-56.2,9.091,6.619
T-16,6/25/2018,9:55:32,0.321,307,0,5.8,11.5,74.7,6.27,0.8,3.24,0.43,0.45,24.14,298.9,303.9,0.14,304.4,198,192.17,0,7.38,-57,6.935,5.099
T-16,6/25/2018,9:56:19,0.686,308,0,5.8,11.5,74.7,6.26,0.81,3.29,0.42,0.43,24.139,298.9,303.9,0.14,304.5,198,202.98,0,7.4,-58.1,8.223,6.006
T-16,6/25/2018,9:57:11,0.247,309,0,5.8,11.5,74.6,6.26,0.81,3.28,0.47,0.48,24.138,298.9,303.9,0.14,304.4,198,197.5,0,7.39,-57.4,8.09,5.913
T-16,6/25/2018,10:25:31,0.16,1XS,0,5.8,11.5,75.3,6.33,0.67,2.71,0.26,0.27,24.059,289.5,294.8,0.14,295.3,192,126.43,0,7.42,-58.9,0.56,0.605
T-16,6/25/2018,10:26:55,0.863,101,0,5.8,11.5,74.6,6.27,0.7,2.83,0.28,0.29,24.061,289.4,294.7,0.14,295.3,192,138.87,0,7.4,-57.9,1.27,1.105
T-16,6/25/2018,10:28:03,0.524,102,0,5.8,11.5,74.4,6.25,0.76,3.07,0.33,0.34,24.061,289.6,294.9,0.14,295.4,192,149.5,0,7.39,-57.4,2.597,2.041
T-16,6/25/2018,10:29:00,0.839,103,0,5.8,11.5,74.4,6.25,0.75,3.05,0.35,0.36,24.059,289.3,294.6,0.14,295.2,192,160.88,0,7.39,-57.5,3.92,2.974
T-16,6/25/2018,10:30:06,0.644,104,0,5.8,11.5,74.2,6.24,0.76,3.09,0.37,0.38,24.058,289.3,294.6,0.14,295.2,192,168.08,0,7.39,-57.2,5.157,3.846
T-16,6/25/2018,10:31:25,0.6,105,0,5.8,11.5,74,6.22,0.78,3.16,0.37,0.39,24.059,289.6,294.9,0.14,295.4,192,177.21,0,7.38,-56.8,6.328,4.67
T-16,6/25/2018,10:32:24,0.162,106,0,5.8,11.5,74,6.21,0.78,3.16,0.38,0.39,24.059,289.5,294.8,0.14,295.4,192,190.85,0,7.38,-56.7,7.557,5.537
T-16,6/25/2018,10:33:33,0.383,107,0,5.8,11.5,73.9,6.21,0.79,3.18,0.39,0.41,24.059,289.6,294.9,0.14,295.4,192,171.25,0,7.37,-56.4,8.643,6.303
T-16,6/25/2018,10:34:18,0.444,108,0,5.8,11.5,73.8,6.2,0.8,3.23,0.41,0.42,24.059,289.6,294.9,0.14,295.4,192,184.74,0,7.37,-56.1,9.838,7.145
T-16,6/25/2018,10:35:44,0.386,109,0,5.8,11.5,73.8,6.2,0.8,3.22,0.41,0.42,24.059,289.4,294.7,0.14,295.3,192,193.61,0,7.36,-55.8,10.834,7.847
T-16,6/25/2018,10:36:51,0.4,110,0,5.8,11.5,73.8,6.2,0.81,3.27,0.41,0.43,24.059,289.4,294.7,0.14,295.2,192,195.96,0,7.36,-55.6,11.815,8.538
T-16,6/25/2018,11:00:35,0.868,2XS,0,5.8,11.6,76.8,6.45,0.78,3.15,0.42,0.43,24.085,291.4,296.6,0.14,297.1,193,181.62,0,7.41,-58.7,0.558,0.603
T-16,6/25/2018,11:01:43,0.68,201,0,5.8,11.6,75.5,6.34,0.76,3.08,0.39,0.41,24.08,290.6,295.8,0.14,296.4,192,167.9,0,7.4,-57.7,1.182,1.043
T-16,6/25/2018,11:02:29,0.152,202,0,5.8,11.6,75.3,6.32,0.79,3.18,0.39,0.41,24.078,290.2,295.4,0.14,295.9,192,182.07,0,7.4,-57.8,2.402,1.903
T-16,6/25/2018,11:03:26,0.187,203,0,5.8,11.6,75.2,6.31,0.76,3.09,0.38,0.39,24.09,291.8,296.9,0.14,297.5,193,168.8,0,7.4,-57.7,3.899,2.958
T-16,6/25/2018,11:04:05,0.863,204,0,5.8,11.6,75,6.3,0.78,3.17,0.43,0.44,24.081,290.8,296,0.14,296.5,192,184.02,0,7.4,-57.9,5.306,3.95
T-16,6/25/2018,11:05:04,0.583,205,0,5.8,11.6,74.8,6.29,0.8,3.22,0.44,0.45,24.078,290.5,295.7,0.14,296.2,192,187.44,0,7.39,-57.5,6.316,4.663
T-16,6/25/2018,11:06:08,0.553,206,0,5.8,11.6,74.9,6.29,0.79,3.21,0.41,0.43,24.095,292.4,297.5,0.14,298.1,193,185.48,0,7.39,-57.3,7.702,5.639
T-16,6/25/2018,11:07:22,0.235,207,0,5.8,11.5,74.8,6.28,0.79,3.2,0.43,0.44,24.087,291.5,296.7,0.14,297.2,193,190.23,0,7.38,-56.9,8.942,6.514
T-16,6/25/2018,11:08:16,0.45,208,0,5.8,11.5,74.7,6.28,0.8,3.24,0.46,0.47,24.093,292.2,297.4,0.14,297.9,193,187.03,0,7.38,-56.8,10.208,7.406
T-16,6/25/2018,11:09:15,0.229,209,0,5.8,11.5,74.7,6.27,0.82,3.33,0.44,0.45,24.093,292.3,297.4,0.14,297.9,193,199.31,0,7.38,-56.6,11.8,8.528
T-16,6/25/2018,11:10:37,0.249,210,0,5.8,11.5,74.5,6.26,0.8,3.25,0.44,0.45,24.093,292.1,297.3,0.14,297.8,193,205.98,0,7.38,-56.5,13.014,9.384
T-16,6/25/2018,11:46:20,0.075,5XS,0,5.8,11.5,77.8,6.52,0.8,3.23,0.45,0.46,24.21,308.6,313.3,0.15,313.8,204,186.22,0,7.44,-60.1,0.596,0.63
T-16,6/25/2018,11:47:41,0.685,501,0,5.8,11.5,76.1,6.38,0.82,3.31,0.42,0.43,24.194,306.4,311.2,0.15,311.7,202,209.5,0,7.41,-58.4,1.251,1.092
T-16,6/25/2018,11:49:10,0.589,502,0,5.8,11.5,75.6,6.34,0.8,3.22,0.47,0.48,24.205,308.3,313.1,0.15,313.6,204,208.24,0,7.41,-58.6,2.515,1.983
T-16,6/25/2018,11:50:07,0.417,503,0,5.8,11.5,75.5,6.33,0.8,3.25,0.46,0.47,24.219,310.9,315.6,0.15,316.1,205,205,0,7.42,-58.9,3.603,2.75
T-16,6/25/2018,11:51:01,0.287,504,0,5.8,11.5,75.4,6.31,0.84,3.38,0.46,0.48,24.231,312.5,317.2,0.15,317.7,206,200.08,0,7.43,-59.4,4.711,3.531
T-16,6/25/2018,11:51:52,0.563,505,0,5.8,11.5,75.3,6.31,0.83,3.36,0.46,0.47,24.197,306.9,311.6,0.15,312.1,203,208.62,0,7.42,-58.9,5.734,4.252
T-16,6/25/2018,11:52:51,0.06,506,0,5.8,11.5,75.2,6.3,0.82,3.34,0.51,0.52,24.197,306.5,311.3,0.15,311.8,202,213.06,0,7.41,-58.4,6.839,5.031
T-16,6/25/2018,11:53:28,0.426,507,0,5.8,11.5,75.2,6.31,0.82,3.32,0.47,0.49,24.194,306.5,311.3,0.15,311.7,202,218.06,0,7.4,-57.8,7.486,5.487
T-16,6/25/2018,11:54:02,0.627,508,0,5.8,11.5,75.1,6.3,0.84,3.41,0.49,0.51,24.199,307.4,312.1,0.15,312.6,203,220.87,0,7.4,-57.8,8.493,6.197
T-16,6/25/2018,11:55:32,0.791,509,0,5.8,11.5,75,6.29,0.85,3.45,0.51,0.53,24.199,307,311.8,0.15,312.3,203,216.04,0,7.41,-58.2,9.695,7.044
T-16,6/25/2018,11:56:17,0.932,510,0,5.8,11.5,75,6.28,0.86,3.46,0.52,0.53,24.204,308.3,313,0.15,313.5,203,233.29,0,7.4,-58.2,10.428,7.561
T-16,6/25/2018,12:12:34,0.323,4XS,0,5.8,11.5,76.7,6.43,0.75,3.02,0.4,0.41,24.169,302.8,307.7,0.15,308.2,200,167.5,0,7.43,-59.8,0.495,0.559
T-16,6/25/2018,12:13:57,0.167,401,0,5.8,11.5,75.9,6.37,0.8,3.25,0.44,0.45,24.154,300,304.9,0.14,305.4,198,180.88,0,7.41,-58.7,1.203,1.058
T-16,6/25/2018,12:14:52,0.721,402,0,5.8,11.5,75.7,6.35,0.77,3.11,0.41,0.43,24.16,300.7,305.6,0.14,306.1,199,186.47,0,7.42,-58.8,2.61,2.05
T-16,6/25/2018,12:15:31,0.299,403,0,5.8,11.5,75.5,6.33,0.77,3.12,0.43,0.44,24.162,301.2,306.1,0.15,306.6,199,201.25,0,7.41,-58.7,4.002,3.031
T-16,6/25/2018,12:16:10,0.162,404,0,5.8,11.5,75.4,6.33,0.78,3.17,0.44,0.45,24.158,300.7,305.6,0.14,306.1,199,205.45,0,7.41,-58.5,5.321,3.961
T-16,6/25/2018,12:16:45,0.658,405,0,5.8,11.5,75.3,6.32,0.79,3.19,0.45,0.46,24.162,301,305.9,0.15,306.4,199,206.8,0,7.4,-58,6.77,4.982
T-16,6/25/2018,12:17:29,0.438,406,0,5.8,11.5,75.3,6.31,0.73,2.95,0.44,0.45,24.174,303.6,308.5,0.15,309,200,201.69,0,7.4,-57.9,8.063,5.894
T-16,6/25/2018,12:18:23,0.604,407,0,5.8,11.5,75.2,6.31,0.82,3.31,0.48,0.49,24.177,227.5,231.1,0.11,231.5,150,216.81,0,7.41,-58.4,7.499,5.497
T-16,6/25/2018,12:18:58,0.195,408,0,5.8,11.5,75.2,6.31,0.81,3.28,0.48,0.49,24.181,224.2,227.8,0.11,228.1,148,215.02,0,7.41,-58.2,7.455,5.465
T-16,6/25/2018,12:20:06,0.041,409,0,5.8,11.5,75.2,6.3,0.79,3.21,0.47,0.48,24.176,233.9,237.6,0.11,238,154,214.63,0,7.4,-57.8,9.18,6.682
T-18,8/15/2018,11:48:11,0.513,Test,0,5.8,11.5,105,8.24,2.06,8.32,0.24,0.22,27.781,378.7,359.6,0.17,357.6,234,6.06,0,7.86,-87.8,0.388,0.484
T-18,8/15/2018,11:49:22,0.709,2XS,0,5.8,11.5,107.7,8.45,2.49,10.06,0.29,0.27,27.808,379.4,360,0.17,358,234,5.75,0,7.93,-91.6,0.409,0.498
T-18,8/15/2018,11:50:45,0.818,201,0,5.8,11.5,104.6,8.24,2.55,10.32,0.28,0.26,27.598,377.5,359.6,0.17,357.7,234,6.3,0,7.85,-87.3,1.083,0.974
T-18,8/15/2018,11:52:01,0.732,202,0,5.8,11.5,97.7,7.72,2.02,8.19,0.21,0.18,27.439,374.7,358.1,0.17,356.3,233,8.63,0,7.74,-81,2.512,1.982
T-18,8/15/2018,11:53:37,0.14,203,0,5.8,11.5,96.8,7.65,1.89,7.64,0.19,0.17,27.425,374.3,357.7,0.17,356,233,8.99,0,7.73,-80.1,3.948,2.995
T-18,8/15/2018,11:54:52,0.208,204,0,5.8,11.5,96.4,7.62,1.95,7.88,0.17,0.14,27.42,374,357.5,0.17,355.7,232,9.1,0,7.71,-78.8,5.351,3.985
T-18,8/15/2018,11:56:17,0.739,205,0,5.8,11.5,96.1,7.6,1.77,7.18,0.17,0.15,27.418,374.1,357.6,0.17,355.8,232,9.91,0,7.71,-79.1,6.829,5.028
T-18,8/15/2018,11:57:50,0.341,206,0,5.8,11.5,95.9,7.58,1.77,7.16,0.16,0.13,27.416,373.9,357.5,0.17,355.7,232,9.9,0,7.7,-78.7,8.21,6.003
T-18,8/15/2018,11:59:13,0.215,207,0,5.8,11.5,95.9,7.58,1.81,7.35,0.17,0.14,27.419,374.1,357.6,0.17,355.8,232,9.73,0,7.7,-78.5,9.664,7.028
T-18,8/15/2018,12:00:21,0.657,208,0,5.8,11.5,95.8,7.57,1.79,7.26,0.17,0.14,27.419,374.1,357.6,0.17,355.8,232,9.89,0,7.7,-78.4,11.008,7.977
T-18,8/15/2018,12:01:21,0.282,209,0,5.8,11.5,95.6,7.55,2.01,8.13,0.16,0.13,27.415,373.7,357.2,0.17,355.5,232,10.61,0,7.69,-77.9,12.524,9.046
T-18,8/15/2018,12:02:27,0.626,210,0,5.8,11.5,95.6,7.55,1.98,8.03,0.15,0.13,27.417,373.6,357.1,0.17,355.4,232,10.38,0,7.7,-78.3,13.801,9.947
T-18,8/15/2018,12:04:41,0.842,2XB,0,5.8,11.5,95.5,7.55,2,8.11,0.18,0.15,27.419,373.8,357.3,0.17,355.6,232,10.87,0,7.7,-78.6,15.296,11.002
T-18,8/15/2018,12:19:30,0.049,4XS,0,5.8,11.5,105.9,8.3,2.52,10.2,0.32,0.3,27.886,374.2,354.6,0.17,352.5,231,6.54,0,7.87,-88.6,0.385,0.481
T-18,8/15/2018,12:20:59,0.89,401,0,5.8,11.5,104.7,8.22,2.53,10.21,0.3,0.27,27.827,374.2,355,0.17,352.9,231,6.74,0,7.86,-87.6,1.173,1.038
T-18,8/15/2018,12:22:13,0.113,402,0,5.8,11.5,102.3,8.06,2.26,9.13,0.26,0.23,27.589,370.2,352.7,0.17,350.8,229,8.12,0,7.79,-83.8,2.54,2.002
T-18,8/15/2018,12:23:07,0.482,403,0,5.8,11.5,100.2,7.9,2.03,8.23,0.19,0.17,27.493,369.9,353.1,0.17,351.3,230,8.91,0,7.77,-82.3,3.989,3.025
T-18,8/15/2018,12:24:05,0.249,404,0,5.8,11.5,98.2,7.75,1.94,7.85,0.21,0.19,27.458,369.6,353.1,0.17,351.3,229,9.92,0,7.73,-80.2,5.398,4.018
T-18,8/15/2018,12:25:06,0.814,405,0,5.8,11.5,97.4,7.7,1.92,7.76,0.16,0.13,27.44,370,353.6,0.17,351.8,230,10.4,0,7.71,-79.2,6.787,4.998
T-18,8/15/2018,12:26:12,0.273,406,0,5.8,11.5,96.9,7.66,1.98,8.01,0.18,0.16,27.432,370.2,353.8,0.17,352,230,11.36,0,7.71,-78.8,8.159,5.967
T-18,8/15/2018,12:27:08,0.4,407,0,5.8,11.5,97.2,7.68,1.94,7.85,0.17,0.15,27.442,370.1,353.6,0.17,351.8,230,10.39,0,7.72,-79.3,9.601,6.984
T-18,8/15/2018,12:27:59,0.626,408,0,5.8,11.5,96.7,7.64,1.81,7.35,0.17,0.14,27.432,370.2,353.8,0.17,352,230,11.66,0,7.71,-79.2,11.036,7.996
T-18,8/15/2018,12:28:53,0.936,409,0,5.8,11.5,96.5,7.62,1.83,7.43,0.15,0.12,27.431,370.5,354.1,0.17,352.3,230,12.37,0,7.71,-79.1,12.545,9.061
T-18,8/15/2018,12:29:38,0.089,4XB,0,5.8,11.5,96.4,7.61,1.84,7.45,0.15,0.13,27.431,370.5,354.1,0.17,352.3,230,12.71,0,7.71,-79.1,13.942,10.046
T-18,8/15/2018,12:52:15,0.285,3XS,0,5.8,11.5,99.9,7.88,1.77,7.18,0.23,0.21,27.56,380.8,363,0.17,361.1,236,9.79,0,7.76,-82.1,0.35,0.457
T-18,8/15/2018,12:53:45,0.859,301,0,5.8,11.5,100.1,7.89,2.29,9.25,0.24,0.22,27.56,380.9,363.2,0.17,361.3,236,10.02,0,7.77,-82.6,1.105,0.99
